Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Jersey,9,Male,573.9,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,40.2°C,82,Bovine Respiratory Disease Complex
Cat,Scottish Fold,3,Female,6.7,Vomiting,Diarrhea,Lethargy,Appetite Loss,3 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,180,Panleukopenia
Dog,Rottweiler,14,Female,37.4,Coughing,Labored Breathing,Appetite Loss,Lethargy,6 days,Yes,No,Yes,No,Yes,Yes,No,No,No,39.5°C,94,Canine Flu
Sheep,Lincoln,9,Male,93.4,Weight Loss,Reduced Wool Production,Lethargy,Appetite Loss,5 days,Yes,Yes,No,No,Yes,No,No,No,Yes,39.5°C,80,Foot-and-Mouth Disease
Rabbit,English Spot,6,Female,1.8,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,41.7°C,227,Rabbit Calicivirus
Sheep,Tunis,3,Female,99.9,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,No,Yes,Yes,No,Yes,Yes,No,No,39.8°C,108,Contagious Ecthyma
Horse,Arabian,2,Male,401.2,Lameness,Swollen Joints,Lethargy,Weight Loss,6 days,No,No,No,Yes,No,Yes,Yes,No,No,37.3°C,36,Degenerative Joint Disease
Dog,Corgi,14,Female,13.7,Coughing,Lethargy,Appetite Loss,Fever,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,41.3°C,132,Canine Cough
Rabbit,English Lop,8,Female,4.2,Sneezing,Appetite Loss,Nasal Discharge,Fever,2 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,41.6°C,284,Respiratory Infection
Cat,Bombay,13,Male,4.3,Coughing,Sneezing,Eye Discharge,Nasal Discharge,1 week,No,No,No,Yes,No,No,No,Yes,Yes,38.6°C,150,Upper Respiratory Infection
Cat,American Curl,1,Male,6.0,Vomiting,Appetite Loss,Diarrhea,Weight Loss,6 days,Yes,Yes,No,No,Yes,No,Yes,No,No,38.3°C,189,Gastroenteritis
Horse,Thoroughbred,6,Female,793.0,Lameness,Appetite Loss,Swollen Legs,Fever,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.1°C,53,Equine Infectious Anemia
Cow,Aberdeen Angus,1,Female,733.7,Fever,Nasal Discharge,Lethargy,Coughing,4 days,Yes,No,No,Yes,No,Yes,No,No,Yes,41.2°C,87,Respiratory Syncytial Virus
Horse,Shire,9,Male,721.9,Weight Loss,Swollen Joints,Appetite Loss,Fever,6 days,No,Yes,Yes,No,Yes,No,No,Yes,No,39.8°C,49,Equine Encephalitis
Dog,Husky,8,Female,18.7,Coughing,Labored Breathing,Fever,Nasal Discharge,8 days,Yes,No,No,Yes,No,Yes,No,Yes,Yes,40.3°C,147,Bordetella Infection
Rabbit,English Angora,6,Female,5.5,Sneezing,Nasal Discharge,Appetite Loss,Fever,3 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,42.1°C,260,Rabbit Syphilis
Rabbit,Himalayan,8,Female,3.8,Sneezing,Appetite Loss,Nasal Discharge,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,42.1°C,258,Rabbit Syphilis
Dog,Pit Bull,8,Male,6.5,Lethargy,Vomiting,Appetite Loss,Fever,5 days,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,41.2°C,152,Parvovirus
Rabbit,Dutch,6,Female,4.5,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,41.1°C,249,Rabbit Calicivirus
Goat,LaMancha,10,Female,50.9,Vomiting,Fever,Diarrhea,Appetite Loss,5 days,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,40.6°C,110,Caprine Pleuropneumonia
Cow,Jersey,4,Male,355.6,Diarrhea,Dehydration,Appetite Loss,Lethargy,5 days,Yes,Yes,No,No,No,Yes,No,No,Yes,38.2°C,69,Coccidiosis
Sheep,Suffolk,9,Male,84.4,Swollen Joints,Coughing,Appetite Loss,Lethargy,8 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,39.1°C,86,Scrapie
Dog,Shih Tzu,2,Male,22.6,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,39.5°C,138,Parvovirus
Horse,Thoroughbred,7,Male,726.0,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,40.0°C,60,Equine Protozoal Myeloencephalitis
Goat,Saanen,3,Female,99.5,Vomiting,Diarrhea,Appetite Loss,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,39.8°C,106,Caseous Lymphadenitis
Cat,British Shorthair,7,Male,7.0,Coughing,Nasal Discharge,Eye Discharge,Appetite Loss,4 days,Yes,No,Yes,No,Yes,No,Yes,No,No,38.3°C,185,Feline Viral Rhinotracheitis
Rabbit,English Spot,6,Female,6.4,Sneezing,Nasal Discharge,Appetite Loss,Lethargy,5 days,No,Yes,No,Yes,Yes,No,No,Yes,No,39.9°C,146,Snuffles
Horse,Pinto,4,Female,588.0,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,40.0°C,55,West Nile Virus
Goat,Kiko,4,Male,32.0,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,40.8°C,92,Caprine Arthritis
Cat,Maine Coon,3,Male,4.6,Nasal Discharge,Appetite Loss,Coughing,Fever,5 days,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,39.6°C,260,Feline Asthma
Goat,Nubian,9,Male,99.8,Vomiting,Diarrhea,Appetite Loss,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,40.7°C,95,Caseous Lymphadenitis
Dog,Bulldog,9,Male,44.3,Lameness,Swelling,Appetite Loss,Fever,10 days,Yes,No,No,No,No,Yes,No,No,No,41.1°C,166,Arthritis
Cat,Devon Rex,17,Female,2.3,Lethargy,Appetite Loss,Skin Lesions,No,2 weeks,Yes,No,No,No,No,No,Yes,No,No,38.2°C,168,Fungal Infection
Sheep,Texel,5,Male,59.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,41.5°C,84,Blue Tongue Virus
Pig,Duroc,8,Male,224.4,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,40.4°C,107,Porcine Circovirus Disease
Horse,Appaloosa,21,Male,650.3,Coughing,Nasal Discharge,Labored Breathing,Fever,4 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.5°C,54,Equine Influenza
Cat,Abyssinian,18,Female,8.7,Lethargy,Appetite Loss,Skin Lesions,No,2 weeks,Yes,No,No,No,No,No,Yes,No,No,38.5°C,203,Fungal Infection
Rabbit,Dutch,3,Male,4.2,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,41.3°C,299,Rabbit Calicivirus
Cat,Manx,3,Male,2.6,Nasal Discharge,Eye Discharge,Sneezing,Lethargy,3 days,Yes,No,Yes,No,No,Yes,No,Yes,Yes,39.5°C,142,Feline Rhinotracheitis
Cat,Siberian,12,Male,8.6,Lethargy,Vomiting,Appetite Loss,Weight Loss,5 days,Yes,No,No,Yes,Yes,No,Yes,No,No,38.4°C,184,Hyperthyroidism
Pig,Tamworth,8,Male,122.2,Vomiting,Diarrhea,Appetite Loss,Fever,3 days,No,Yes,No,Yes,Yes,No,No,Yes,Yes,41.4°C,111,Porcine Epidemic Diarrhea
Goat,Toggenburg,10,Male,96.0,Fever,Vomiting,Diarrhea,Appetite Loss,5 days,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,39.8°C,111,Caprine Pleuropneumonia
Cat,Devon Rex,10,Female,5.3,Coughing,Appetite Loss,Fever,Lethargy,5 days,Yes,No,Yes,No,No,Yes,No,Yes,Yes,40.6°C,252,Feline Chlamydia
Dog,Boxer,7,Female,32.5,Lethargy,Vomiting,Appetite Loss,Diarrhea,5 days,Yes,No,Yes,No,No,Yes,No,Yes,No,38.9°C,113,Canine Parvovirus
Cat,British Shorthair,6,Male,8.3,Lethargy,Appetite Loss,Weight Loss,Dehydration,8 days,Yes,Yes,Yes,No,No,No,Yes,Yes,No,38.6°C,181,Feline Renal Disease
Pig,Duroc,6,Female,224.3,Vomiting,Fever,Appetite Loss,Lethargy,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,40.6°C,106,Actinobacillus Suis
Sheep,Tunis,4,Female,118.2,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.7°C,81,Contagious Ecthyma
Cow,Shorthorn,9,Male,635.8,Coughing,Nasal Discharge,Labored Breathing,Lethargy,4 days,No,No,No,Yes,Yes,No,Yes,No,No,38.8°C,77,Bovine Pneumonia
Cat,Maine Coon,6,Female,7.5,Skin Lesions,Appetite Loss,Lethargy,Vomiting,10 days,Yes,Yes,No,No,No,No,Yes,No,No,38.7°C,192,Ringworm
Horse,Shire,17,Female,505.3,Swollen Joints,Lameness,Fever,Appetite Loss,10 days,No,No,Yes,Yes,Yes,No,No,No,No,40.4°C,58,Equine Arthritis
Cat,Bengal,5,Female,3.1,Nasal Discharge,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,40.5°C,248,Feline Coronavirus
Pig,Large White,7,Male,127.1,Coughing,Appetite Loss,Lethargy,Nasal Discharge,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,38.8°C,77,Porcine Respiratory Disease Complex
Pig,Landrace,6,Male,234.5,Coughing,Appetite Loss,Nasal Discharge,Lethargy,3 days,Yes,No,Yes,No,Yes,No,Yes,No,Yes,39.8°C,62,Porcine Respiratory Disease Complex
Cat,Ragdoll,18,Female,8.2,Coughing,Sneezing,Eye Discharge,Nasal Discharge,1 week,No,No,No,Yes,No,No,No,Yes,Yes,38.4°C,186,Upper Respiratory Infection
Goat,Alpine,8,Male,55.6,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,40.5°C,85,Goat Pox
Cat,Scottish Fold,14,Male,8.1,Lethargy,Vomiting,Diarrhea,Dehydration,6 days,Yes,No,Yes,Yes,No,Yes,No,No,No,38.5°C,160,Feline Panleukopenia
Cow,Limousin,3,Male,499.6,Lethargy,Diarrhea,Appetite Loss,Dehydration,6 days,Yes,No,No,No,No,Yes,No,No,No,39.6°C,70,Bovine Viral Diarrhea
Pig,Tamworth,2,Female,100.2,Coughing,Appetite Loss,Lethargy,Fever,3 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,40.1°C,82,Porcine Epidemic Diarrhea
Rabbit,Holland Lop,7,Female,5.4,Nasal Discharge,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,No,No,Yes,No,Yes,Yes,No,42.2°C,265,Rabbit Syphilis
Horse,Standardbred,1,Female,569.8,Lameness,Swollen Legs,Appetite Loss,Fever,5 days,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,39.5°C,56,Equine Herpesvirus
Dog,Doberman Pinscher,11,Female,26.2,Lethargy,Vomiting,Appetite Loss,Fever,5 days,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,41.0°C,141,Parvovirus
Cat,Scottish Fold,16,Female,4.8,Appetite Loss,Vomiting,Eye Discharge,Lethargy,2 days,No,Yes,No,No,No,No,Yes,No,Yes,38.8°C,211,Conjunctivitis
Cat,Ragdoll,11,Female,3.7,Skin Lesions,Appetite Loss,Lethargy,Vomiting,10 days,Yes,Yes,No,No,No,No,Yes,No,No,38.7°C,207,Ringworm
Cat,Persian,10,Male,5.0,Coughing,Appetite Loss,Nasal Discharge,Fever,2 weeks,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,40.9°C,205,Feline Leukemia
Cat,Maine Coon,4,Male,8.0,Eye Discharge,Nasal Discharge,Coughing,Lethargy,4 days,Yes,No,No,Yes,No,Yes,Yes,No,No,39.5°C,203,Feline Calicivirus
Cow,Charolais,6,Female,651.7,Fever,Nasal Discharge,Labored Breathing,Coughing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.3°C,85,Foot and Mouth Disease
Horse,American Quarter,5,Male,716.3,Lameness,Swollen Joints,Appetite Loss,Weight Loss,10 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,37.6°C,32,Equine Osteoarthritis
Pig,Tamworth,7,Male,115.1,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,40.8°C,99,Actinobacillus Pleuropneumonia
Sheep,Rambouillet,6,Female,126.4,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,40.6°C,106,Contagious Abortion
Dog,Beagle,1,Male,18.4,Fever,Lethargy,Appetite Loss,Vomiting,5 days,Yes,Yes,No,No,No,No,No,No,No,40.6°C,175,Parvovirus
Pig,Chester White,4,Male,210.3,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,41.4°C,86,Porcine Circovirus Disease
Goat,LaMancha,1,Female,78.2,Diarrhea,Dehydration,Lethargy,Appetite Loss,5 days,Yes,Yes,No,No,No,Yes,No,Yes,Yes,39.5°C,74,Giardiasis
Cow,Belted Galloway,2,Female,469.3,Weight Loss,Reduced Milk Production,Lethargy,Appetite Loss,7 days,Yes,No,Yes,No,Yes,Yes,No,No,No,39.1°C,58,Tuberculosis
Pig,Large White,1,Male,170.8,Vomiting,Fever,Appetite Loss,Lethargy,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,41.5°C,106,Actinobacillus Suis
Sheep,Romney,7,Female,46.9,Swollen Joints,Appetite Loss,Coughing,Lethargy,5 days,Yes,No,Yes,No,Yes,No,No,Yes,No,39.2°C,88,Chlamydia in Sheep
Rabbit,English Lop,1,Male,6.1,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,40.4°C,276,Ringworm
Cow,Holstein,10,Male,719.9,Appetite Loss,Diarrhea,Lethargy,Decreased Milk Yield,5 days,Yes,No,Yes,No,No,No,No,No,No,39.3°C,81,Johne's Disease
Dog,Siberian Husky,15,Male,28.2,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,40.5°C,162,Canine Infectious Hepatitis
Cat,Devon Rex,5,Female,4.7,Vomiting,Appetite Loss,Diarrhea,Weight Loss,6 days,Yes,Yes,No,No,Yes,No,Yes,No,No,38.9°C,183,Gastroenteritis
Sheep,Leicester Longwool,5,Female,113.9,Lameness,Swollen Joints,Appetite Loss,Diarrhea,5 days,Yes,No,No,Yes,No,No,Yes,Yes,No,39.0°C,73,Blue Tongue Virus
Dog,Border Collie,12,Male,3.5,Lameness,Swelling,Appetite Loss,Fever,10 days,Yes,No,No,No,No,Yes,No,No,No,40.1°C,152,Arthritis
Cow,Dexter,1,Female,561.1,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,41.2°C,100,Bovine Mastitis
Cat,British Shorthair,4,Female,8.2,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.9°C,262,Feline Immunodeficiency Virus
Pig,Large White,5,Female,62.9,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,40.9°C,85,Actinobacillus Pleuropneumonia
Dog,Golden Retriever,15,Female,23.4,Lethargy,Vomiting,Appetite Loss,Fever,5 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40.8°C,138,Leptospirosis
Goat,Nubian,9,Male,99.3,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,41.1°C,112,Goat Pox
Dog,Dalmatian,11,Female,39.6,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.6°C,145,Canine Heartworm Disease
Sheep,Romney,7,Male,43.1,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,40.4°C,100,Blue Tongue Disease
Sheep,Cheviot,6,Female,48.9,Weight Loss,Reduced Wool Production,Lethargy,Appetite Loss,7 days,Yes,Yes,No,No,Yes,No,No,No,Yes,38.6°C,74,Foot-and-Mouth Disease
Cat,Burmese,10,Male,8.3,Vomiting,Appetite Loss,Lethargy,Diarrhea,4 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,202,Intestinal Parasites
Cat,Persian,10,Male,7.2,Nasal Discharge,Eye Discharge,Sneezing,Lethargy,3 days,Yes,No,Yes,No,No,Yes,No,Yes,Yes,38.5°C,163,Feline Rhinotracheitis
Cow,Ayrshire,5,Female,558.2,Appetite Loss,Lethargy,Diarrhea,Dehydration,5 days,Yes,No,No,Yes,No,No,Yes,No,No,39.0°C,60,Bovine Coccidiosis
Horse,Andalusian,17,Female,378.4,Weight Loss,Swollen Joints,Appetite Loss,Fever,6 days,No,Yes,Yes,No,Yes,No,No,Yes,No,38.7°C,46,Equine Encephalitis
Horse,Welsh Pony,5,Male,543.2,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,40.0°C,55,West Nile Virus
Pig,Yorkshire,7,Male,205.4,Coughing,Appetite Loss,Nasal Discharge,Lethargy,3 days,Yes,No,Yes,No,Yes,No,Yes,No,Yes,39.2°C,89,Porcine Respiratory Disease Complex
Dog,Doberman Pinscher,14,Female,25.4,Lethargy,Vomiting,Appetite Loss,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,40.8°C,128,Canine Distemper
Dog,Corgi,13,Male,27.8,Lameness,Fever,Skin Lesions,Lethargy,8 days,Yes,No,No,No,No,Yes,Yes,No,No,39.6°C,141,Tick-Borne Disease
Cow,Ayrshire,1,Male,480.3,Appetite Loss,Weight Loss,Lethargy,Reduced Milk Production,10 days,No,Yes,No,No,Yes,Yes,Yes,No,No,38.6°C,71,Johne's Disease
Dog,Husky,2,Female,2.0,Coughing,Labored Breathing,Appetite Loss,Lethargy,6 days,Yes,No,Yes,No,Yes,Yes,No,No,No,38.6°C,131,Canine Flu
Horse,Mustang,19,Male,682.9,Lethargy,Fever,Appetite Loss,Weight Loss,6 days,No,No,Yes,Yes,No,Yes,No,No,No,40.2°C,56,Equine Leptospirosis
Dog,Dachshund,10,Female,13.9,Lameness,Swelling,Appetite Loss,Fever,10 days,Yes,No,No,No,No,Yes,No,No,No,40.2°C,156,Arthritis
Horse,Tennessee Walking Horse,5,Male,389.5,Lameness,Fever,Coughing,Nasal Discharge,1 week,Yes,No,No,Yes,No,Yes,No,Yes,No,38.9°C,55,Strangles
Horse,Tennessee Walker,22,Female,303.9,Lameness,Swollen Joints,Lethargy,Weight Loss,6 days,No,No,No,Yes,No,Yes,Yes,No,No,37.6°C,45,Degenerative Joint Disease
Rabbit,English Angora,4,Female,3.6,Sneezing,Nasal Discharge,Appetite Loss,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,40.3°C,287,Pasteurellosis
Horse,Quarter Horse,17,Male,713.1,Lameness,Weight Loss,Appetite Loss,Swollen Joints,7 days,No,Yes,No,Yes,Yes,No,No,Yes,No,37.2°C,47,Equine Osteoarthritis
Rabbit,English Angora,4,Female,3.2,Nasal Discharge,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,No,No,Yes,No,Yes,Yes,No,42.1°C,292,Rabbit Syphilis
Goat,Angora,11,Male,100.8,Diarrhea,Appetite Loss,Lethargy,Dehydration,7 days,Yes,No,Yes,No,No,Yes,No,Yes,No,38.9°C,71,Gastrointestinal Infection
Dog,Labrador Retriever,1,Male,33.2,Lameness,Fever,Skin Lesions,Lethargy,8 days,Yes,No,No,No,No,Yes,Yes,No,No,40.1°C,150,Tick-Borne Disease
Cat,American Curl,1,Male,2.3,Coughing,Appetite Loss,Lethargy,Fever,1 week,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,41.4°C,249,Feline Upper Respiratory Infection
Dog,Labrador Retriever,10,Female,36.6,Lethargy,Appetite Loss,Fever,Vomiting,4 days,Yes,No,No,Yes,No,Yes,No,Yes,No,41.4°C,172,Canine Distemper
Cow,Shorthorn,3,Female,569.1,Fever,Diarrhea,Lethargy,Appetite Loss,4 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,40.1°C,80,Bovine Leukemia Virus
Sheep,Southdown,8,Female,109.2,Coughing,Labored Breathing,Nasal Discharge,Appetite Loss,4 days,No,No,Yes,Yes,No,Yes,Yes,No,Yes,38.9°C,75,Pasteurellosis
Dog,Cocker Spaniel,13,Male,16.4,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,40.8°C,167,Parvovirus
Cat,Maine Coon,11,Female,3.5,Nasal Discharge,Lethargy,Appetite Loss,Fever,4 days,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,41.0°C,251,Feline Leukemia Virus
Rabbit,English Lop,5,Female,2.9,Nasal Discharge,Sneezing,Lethargy,Appetite Loss,4 days,Yes,Yes,No,Yes,No,No,Yes,No,No,40.1°C,206,Rabbit Hemorrhagic Disease
Sheep,Leicester Longwool,5,Female,89.8,Coughing,Appetite Loss,Lethargy,Fever,7 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,40.5°C,107,Foot-and-Mouth Disease
Sheep,Lincoln,10,Male,120.4,Swollen Joints,Coughing,Appetite Loss,Lethargy,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,38.6°C,86,Blue Tongue
Dog,Akita,3,Female,21.8,Vomiting,Diarrhea,Weight Loss,Dehydration,4 days,Yes,No,Yes,No,Yes,No,No,Yes,No,39.3°C,83,Pancreatitis
Sheep,Merino,6,Female,109.5,Coughing,Labored Breathing,Nasal Discharge,Appetite Loss,4 days,No,No,Yes,Yes,No,Yes,Yes,No,Yes,39.7°C,72,Pasteurellosis
Sheep,Leicester Longwool,3,Male,61.5,Coughing,Labored Breathing,Nasal Discharge,Fever,4 days,Yes,No,No,Yes,No,Yes,Yes,No,No,40.7°C,111,Pneumonia
Cat,Devon Rex,9,Male,2.0,Coughing,Appetite Loss,Nasal Discharge,Fever,2 weeks,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,40.7°C,250,Feline Leukemia
Rabbit,Dutch,4,Female,5.5,Sneezing,Nasal Discharge,Appetite Loss,Fever,2 days,Yes,No,No,Yes,Yes,No,Yes,No,No,41.0°C,283,Myxomatosis
Cow,Hereford,2,Female,622.5,Coughing,Nasal Discharge,Labored Breathing,Lethargy,4 days,No,No,No,Yes,Yes,No,Yes,No,No,38.4°C,54,Bovine Pneumonia
Rabbit,English Angora,6,Male,1.8,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,42.1°C,266,Rabbit Hemorrhagic Disease
Sheep,Cheviot,4,Female,74.8,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,40.7°C,106,Bluetongue
Dog,Pit Bull,6,Female,14.2,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.9°C,173,Leptospirosis
Dog,Rottweiler,5,Male,36.4,Vomiting,Diarrhea,Lethargy,Weight Loss,4 days,Yes,No,Yes,No,No,Yes,No,Yes,No,39.4°C,63,Pancreatitis
Cow,Guernsey,7,Male,404.5,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,41.0°C,98,Bovine Mastitis
Goat,LaMancha,12,Male,48.9,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,40.7°C,109,Foot-and-Mouth Disease
Horse,Tennessee Walker,20,Female,525.0,Lameness,Swollen Joints,Appetite Loss,Weight Loss,7 days,No,No,Yes,Yes,No,Yes,No,Yes,No,38.4°C,40,Laminitis
Horse,Quarter Horse,2,Male,711.6,Appetite Loss,Lethargy,Labored Breathing,Coughing,10 days,No,No,Yes,Yes,No,No,Yes,Yes,No,37.2°C,35,Equine Pneumonia
Cat,Persian,9,Female,7.5,Lethargy,Appetite Loss,Skin Lesions,No,2 weeks,Yes,No,No,No,No,No,Yes,No,No,38.7°C,176,Fungal Infection
Sheep,Border Leicester,4,Female,55.3,Coughing,Labored Breathing,Nasal Discharge,Appetite Loss,4 days,No,No,Yes,Yes,No,Yes,Yes,No,Yes,39.8°C,78,Pasteurellosis
Dog,Boxer,5,Female,45.5,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,39.9°C,144,Distemper
Dog,Yorkshire Terrier,8,Male,44.3,Lethargy,Labored Breathing,Coughing,Appetite Loss,6 days,Yes,No,No,Yes,Yes,No,No,No,No,39.6°C,78,Heartworm Disease
Goat,Saanen,6,Male,48.5,Vomiting,Diarrhea,Appetite Loss,Fever,6 days,Yes,Yes,Yes,No,Yes,No,Yes,No,No,41.7°C,89,Caprine Pleuropneumonia
Cow,Brown Swiss,10,Female,435.5,Coughing,Fever,Appetite Loss,Lethargy,4 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,41.2°C,89,Bovine Respiratory Disease
Goat,Angora,11,Female,48.9,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,40.8°C,103,Pneumonia
Sheep,Karakul,3,Male,84.0,Lethargy,Swollen Joints,Fever,Appetite Loss,6 days,No,Yes,No,Yes,Yes,No,Yes,No,Yes,40.5°C,82,Footrot
Dog,Chihuahua,1,Female,32.5,Lethargy,Vomiting,Appetite Loss,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,40.0°C,129,Canine Leptospirosis
Cat,Maine Coon,14,Male,8.5,Lethargy,Vomiting,Diarrhea,Dehydration,4 days,Yes,No,Yes,Yes,No,Yes,No,No,No,39.0°C,147,Feline Panleukopenia
Pig,Landrace,2,Male,55.2,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,40.4°C,91,Swine Influenza
Cat,Persian,8,Female,3.9,Nasal Discharge,Coughing,Appetite Loss,Fever,6 days,Yes,No,Yes,No,Yes,Yes,Yes,No,No,39.5°C,245,Feline Leukemia Virus
Horse,Shire,12,Male,622.3,Lameness,Appetite Loss,Swollen Legs,Fever,7 days,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,39.3°C,45,West Nile Virus
